"fips","population","county","state_abbrev","state:county"
"01001","55416","Autauga","AL","AL:Autauga"
"01003","208563","Baldwin","AL","AL:Baldwin"
"01005","25965","Barbour","AL","AL:Barbour"
"01007","22643","Bibb","AL","AL:Bibb"
"01009","57704","Blount","AL","AL:Blount"
"01011","10362","Bullock","AL","AL:Bullock"
"01013","19998","Butler","AL","AL:Butler"
"01015","114611","Calhoun","AL","AL:Calhoun"
"01017","33843","Chambers","AL","AL:Chambers"
"01019","25725","Cherokee","AL","AL:Cherokee"
"01021","43941","Chilton","AL","AL:Chilton"
"01023","12993","Choctaw","AL","AL:Choctaw"
"01025","24392","Clarke","AL","AL:Clarke"
"01027","13492","Clay","AL","AL:Clay"
"01029","14924","Cleburne","AL","AL:Cleburne"
"01031","51226","Coffee","AL","AL:Coffee"
"01033","54216","Colbert","AL","AL:Colbert"
"01035","12395","Conecuh","AL","AL:Conecuh"
"01037","10581","Coosa","AL","AL:Coosa"
"01039","37458","Covington","AL","AL:Covington"
"01041","13913","Crenshaw","AL","AL:Crenshaw"
"01043","82471","Cullman","AL","AL:Cullman"
"01045","49226","Dale","AL","AL:Dale"
"01047","40008","Dallas","AL","AL:Dallas"
"01049","70900","DeKalb","AL","AL:DeKalb"
"01051","81799","Elmore","AL","AL:Elmore"
"01053","37728","Escambia","AL","AL:Escambia"
"01055","102564","Etowah","AL","AL:Etowah"
"01057","16546","Fayette","AL","AL:Fayette"
"01059","31628","Franklin","AL","AL:Franklin"
"01061","26614","Geneva","AL","AL:Geneva"
"01063","8422","Greene","AL","AL:Greene"
"01065","14952","Hale","AL","AL:Hale"
"01067","17164","Henry","AL","AL:Henry"
"01069","104056","Houston","AL","AL:Houston"
"01071","52138","Jackson","AL","AL:Jackson"
"01073","659521","Jefferson","AL","AL:Jefferson"
"01075","13918","Lamar","AL","AL:Lamar"
"01077","92318","Lauderdale","AL","AL:Lauderdale"
"01079","33244","Lawrence","AL","AL:Lawrence"
"01081","158991","Lee","AL","AL:Lee"
"01083","92753","Limestone","AL","AL:Limestone"
"01085","10358","Lowndes","AL","AL:Lowndes"
"01087","18963","Macon","AL","AL:Macon"
"01089","356967","Madison","AL","AL:Madison"
"01091","19673","Marengo","AL","AL:Marengo"
"01093","29998","Marion","AL","AL:Marion"
"01095","95157","Marshall","AL","AL:Marshall"
"01097","414836","Mobile","AL","AL:Mobile"
"01099","21530","Monroe","AL","AL:Monroe"
"01101","226349","Montgomery","AL","AL:Montgomery"
"01103","119012","Morgan","AL","AL:Morgan"
"01105","9574","Perry","AL","AL:Perry"
"01107","20324","Pickens","AL","AL:Pickens"
"01109","33286","Pike","AL","AL:Pike"
"01111","22652","Randolph","AL","AL:Randolph"
"01113","58172","Russell","AL","AL:Russell"
"01115","88019","St. Clair","AL","AL:St. Clair"
"01117","210622","Shelby","AL","AL:Shelby"
"01119","13040","Sumter","AL","AL:Sumter"
"01121","80103","Talladega","AL","AL:Talladega"
"01123","40727","Tallapoosa","AL","AL:Tallapoosa"
"01125","206102","Tuscaloosa","AL","AL:Tuscaloosa"
"01127","64967","Walker","AL","AL:Walker"
"01129","16756","Washington","AL","AL:Washington"
"01131","10986","Wilcox","AL","AL:Wilcox"
"01133","23805","Winston","AL","AL:Winston"
"02013","3296","Aleutians East","AK","AK:Aleutians East"
"02016","5647","Aleutians West","AK","AK:Aleutians West"
"02020","298192","Anchorage","AK","AK:Anchorage"
"02050","17968","Bethel","AK","AK:Bethel"
"02060","898","Bristol Bay","AK","AK:Bristol Bay"
"02068","1953","Denali","AK","AK:Denali"
"02070","4954","Dillingham","AK","AK:Dillingham"
"02090","100605","Fairbanks North Star","AK","AK:Fairbanks North Star"
"02105","2078","Hoonah-Angoon Census Area","AK","AK:Hoonah-Angoon Census Area"
"02110","32468","Juneau","AK","AK:Juneau"
"02122","58506","Kenai Peninsula","AK","AK:Kenai Peninsula"
"02130","13746","Ketchikan Gateway","AK","AK:Ketchikan Gateway"
"02150","13732","Kodiak Island","AK","AK:Kodiak Island"
"02164","1562","Lake and Peninsula","AK","AK:Lake and Peninsula"
"02170","104365","Matanuska-Susitna","AK","AK:Matanuska-Susitna"
"02180","9917","Nome","AK","AK:Nome"
"02185","9606","North Slope","AK","AK:North Slope"
"02188","7673","Northwest Arctic","AK","AK:Northwest Arctic"
"02195","3149","Petersburg Borough","AK","AK:Petersburg Borough"
"02198","6347","Prince of Wales-Outer Ketchikan","AK","AK:Prince of Wales-Outer Ketchikan"
"02220","8830","Sitka","AK","AK:Sitka"
"02230","1088","Skagway-Hoonah-Angoon","AK","AK:Skagway-Hoonah-Angoon"
"02240","6876","Southeast Fairbanks","AK","AK:Southeast Fairbanks"
"02261","9355","Valdez-Cordova","AK","AK:Valdez-Cordova"
"02275","2411","Wrangell-Petersburg","AK","AK:Wrangell-Petersburg"
"02282","601","Yakutat","AK","AK:Yakutat"
"02290","5526","Yukon-Koyukuk","AK","AK:Yukon-Koyukuk"
"04001","73112","Apache","AZ","AZ:Apache"
"04003","125770","Cochise","AZ","AZ:Cochise"
"04005","140908","Coconino","AZ","AZ:Coconino"
"04007","53556","Gila","AZ","AZ:Gila"
"04009","37599","Graham","AZ","AZ:Graham"
"04011","9613","Greenlee","AZ","AZ:Greenlee"
"04012","20317","La Paz","AZ","AZ:La Paz"
"04013","4242997","Maricopa","AZ","AZ:Maricopa"
"04015","205249","Mohave","AZ","AZ:Mohave"
"04017","110026","Navajo","AZ","AZ:Navajo"
"04019","1016206","Pima","AZ","AZ:Pima"
"04021","418540","Pinal","AZ","AZ:Pinal"
"04023","45985","Santa Cruz","AZ","AZ:Santa Cruz"
"04025","225562","Yavapai","AZ","AZ:Yavapai"
"04027","205631","Yuma","AZ","AZ:Yuma"
"05001","18214","Arkansas","AR","AR:Arkansas"
"05003","20492","Ashley","AR","AR:Ashley"
"05005","41062","Baxter","AR","AR:Baxter"
"05007","258291","Benton","AR","AR:Benton"
"05009","37304","Boone","AR","AR:Boone"
"05011","10996","Bradley","AR","AR:Bradley"
"05013","5144","Calhoun","AR","AR:Calhoun"
"05015","27646","Carroll","AR","AR:Carroll"
"05017","10945","Chicot","AR","AR:Chicot"
"05019","22657","Clark","AR","AR:Clark"
"05021","14920","Clay","AR","AR:Clay"
"05023","25264","Cleburne","AR","AR:Cleburne"
"05025","8241","Cleveland","AR","AR:Cleveland"
"05027","23901","Columbia","AR","AR:Columbia"
"05029","20937","Conway","AR","AR:Conway"
"05031","105835","Craighead","AR","AR:Craighead"
"05033","62267","Crawford","AR","AR:Crawford"
"05035","49235","Crittenden","AR","AR:Crittenden"
"05037","17037","Cross","AR","AR:Cross"
"05039","7469","Dallas","AR","AR:Dallas"
"05041","11876","Desha","AR","AR:Desha"
"05043","18651","Drew","AR","AR:Drew"
"05045","122227","Faulkner","AR","AR:Faulkner"
"05047","17626","Franklin","AR","AR:Franklin"
"05049","12123","Fulton","AR","AR:Fulton"
"05051","97477","Garland","AR","AR:Garland"
"05053","18082","Grant","AR","AR:Grant"
"05055","44598","Greene","AR","AR:Greene"
"05057","21974","Hempstead","AR","AR:Hempstead"
"05059","33374","Hot Spring","AR","AR:Hot Spring"
"05061","13377","Howard","AR","AR:Howard"
"05063","37168","Independence","AR","AR:Independence"
"05065","13433","Izard","AR","AR:Izard"
"05067","17221","Jackson","AR","AR:Jackson"
"05069","70016","Jefferson","AR","AR:Jefferson"
"05071","26176","Johnson","AR","AR:Johnson"
"05073","6847","Lafayette","AR","AR:Lafayette"
"05075","16735","Lawrence","AR","AR:Lawrence"
"05077","9310","Lee","AR","AR:Lee"
"05079","13705","Lincoln","AR","AR:Lincoln"
"05081","12451","Little River","AR","AR:Little River"
"05083","21792","Logan","AR","AR:Logan"
"05085","72228","Lonoke","AR","AR:Lonoke"
"05087","16072","Madison","AR","AR:Madison"
"05089","16325","Marion","AR","AR:Marion"
"05091","43787","Miller","AR","AR:Miller"
"05093","42835","Mississippi","AR","AR:Mississippi"
"05095","7169","Monroe","AR","AR:Monroe"
"05097","8879","Montgomery","AR","AR:Montgomery"
"05099","8398","Nevada","AR","AR:Nevada"
"05101","7936","Newton","AR","AR:Newton"
"05103","24098","Ouachita","AR","AR:Ouachita"
"05105","10132","Perry","AR","AR:Perry"
"05107","18975","Phillips","AR","AR:Phillips"
"05109","10832","Pike","AR","AR:Pike"
"05111","24023","Poinsett","AR","AR:Poinsett"
"05113","20173","Polk","AR","AR:Polk"
"05115","63779","Pope","AR","AR:Pope"
"05117","8251","Prairie","AR","AR:Prairie"
"05119","393250","Pulaski","AR","AR:Pulaski"
"05121","17448","Randolph","AR","AR:Randolph"
"05123","26196","St. Francis","AR","AR:St. Francis"
"05125","118703","Saline","AR","AR:Saline"
"05127","10277","Scott","AR","AR:Scott"
"05129","7967","Searcy","AR","AR:Searcy"
"05131","127793","Sebastian","AR","AR:Sebastian"
"05133","16910","Sevier","AR","AR:Sevier"
"05135","17157","Sharp","AR","AR:Sharp"
"05137","12539","Stone","AR","AR:Stone"
"05139","39887","Union","AR","AR:Union"
"05141","16628","Van Buren","AR","AR:Van Buren"
"05143","228049","Washington","AR","AR:Washington"
"05145","79263","White","AR","AR:White"
"05147","6641","Woodruff","AR","AR:Woodruff"
"05149","21552","Yell","AR","AR:Yell"
"06001","1647704","Alameda","CA","CA:Alameda"
"06003","1071","Alpine","CA","CA:Alpine"
"06005","37383","Amador","CA","CA:Amador"
"06007","226864","Butte","CA","CA:Butte"
"06009","45171","Calaveras","CA","CA:Calaveras"
"06011","21588","Colusa","CA","CA:Colusa"
"06013","1135127","Contra Costa","CA","CA:Contra Costa"
"06015","27540","Del Norte","CA","CA:Del Norte"
"06017","185625","El Dorado","CA","CA:El Dorado"
"06019","979915","Fresno","CA","CA:Fresno"
"06021","28085","Glenn","CA","CA:Glenn"
"06023","136646","Humboldt","CA","CA:Humboldt"
"06025","180883","Imperial","CA","CA:Imperial"
"06027","18144","Inyo","CA","CA:Inyo"
"06029","884788","Kern","CA","CA:Kern"
"06031","149785","Kings","CA","CA:Kings"
"06033","64116","Lake","CA","CA:Lake"
"06035","30870","Lassen","CA","CA:Lassen"
"06037","10137915","Los Angeles","CA","CA:Los Angeles"
"06039","154697","Madera","CA","CA:Madera"
"06041","260651","Marin","CA","CA:Marin"
"06043","17410","Mariposa","CA","CA:Mariposa"
"06045","87628","Mendocino","CA","CA:Mendocino"
"06047","268672","Merced","CA","CA:Merced"
"06049","8795","Modoc","CA","CA:Modoc"
"06051","13981","Mono","CA","CA:Mono"
"06053","435232","Monterey","CA","CA:Monterey"
"06055","142166","Napa","CA","CA:Napa"
"06057","99107","Nevada","CA","CA:Nevada"
"06059","3172532","Orange","CA","CA:Orange"
"06061","380531","Placer","CA","CA:Placer"
"06063","18627","Plumas","CA","CA:Plumas"
"06065","2387741","Riverside","CA","CA:Riverside"
"06067","1514460","Sacramento","CA","CA:Sacramento"
"06069","59414","San Benito","CA","CA:San Benito"
"06071","2140096","San Bernardino","CA","CA:San Bernardino"
"06073","3317749","San Diego","CA","CA:San Diego"
"06075","870887","San Francisco","CA","CA:San Francisco"
"06077","733709","San Joaquin","CA","CA:San Joaquin"
"06079","282887","San Luis Obispo","CA","CA:San Luis Obispo"
"06081","764797","San Mateo","CA","CA:San Mateo"
"06083","446170","Santa Barbara","CA","CA:Santa Barbara"
"06085","1919402","Santa Clara","CA","CA:Santa Clara"
"06085","1919402","Santa Clara","CA","CA:Santa Clara"
"06087","274673","Santa Cruz","CA","CA:Santa Cruz"
"06089","179631","Shasta","CA","CA:Shasta"
"06091","2947","Sierra","CA","CA:Sierra"
"06093","43603","Siskiyou","CA","CA:Siskiyou"
"06095","440207","Solano","CA","CA:Solano"
"06097","503070","Sonoma","CA","CA:Sonoma"
"06099","541560","Stanislaus","CA","CA:Stanislaus"
"06101","96651","Sutter","CA","CA:Sutter"
"06103","63276","Tehama","CA","CA:Tehama"
"06105","12782","Trinity","CA","CA:Trinity"
"06107","460437","Tulare","CA","CA:Tulare"
"06109","53804","Tuolumne","CA","CA:Tuolumne"
"06111","849738","Ventura","CA","CA:Ventura"
"06113","215802","Yolo","CA","CA:Yolo"
"06115","75275","Yuba","CA","CA:Yuba"
"08001","498187","Adams","CO","CO:Adams"
"08003","16654","Alamosa","CO","CO:Alamosa"
"08005","637068","Arapahoe","CO","CO:Arapahoe"
"08007","12854","Archuleta","CO","CO:Archuleta"
"08009","3568","Baca","CO","CO:Baca"
"08011","5861","Bent","CO","CO:Bent"
"08013","322226","Boulder","CO","CO:Boulder"
"08014","66529","Broomfield","CO","CO:Broomfield"
"08015","19058","Chaffee","CO","CO:Chaffee"
"08017","1848","Cheyenne","CO","CO:Cheyenne"
"08019","9436","Clear Creek","CO","CO:Clear Creek"
"08021","8129","Conejos","CO","CO:Conejos"
"08023","3721","Costilla","CO","CO:Costilla"
"08025","5694","Crowley","CO","CO:Crowley"
"08027","4602","Custer","CO","CO:Custer"
"08029","30442","Delta","CO","CO:Delta"
"08031","693060","Denver","CO","CO:Denver"
"08033","2056","Dolores","CO","CO:Dolores"
"08035","328632","Douglas","CO","CO:Douglas"
"08037","53989","Eagle","CO","CO:Eagle"
"08039","25231","Elbert","CO","CO:Elbert"
"08041","688284","El Paso","CO","CO:El Paso"
"08043","47446","Fremont","CO","CO:Fremont"
"08045","58887","Garfield","CO","CO:Garfield"
"08047","5931","Gilpin","CO","CO:Gilpin"
"08049","15008","Grand","CO","CO:Grand"
"08051","16408","Gunnison","CO","CO:Gunnison"
"08053","788","Hinsdale","CO","CO:Hinsdale"
"08055","6677","Huerfano","CO","CO:Huerfano"
"08057","1357","Jackson","CO","CO:Jackson"
"08059","571837","Jefferson","CO","CO:Jefferson"
"08061","1373","Kiowa","CO","CO:Kiowa"
"08063","8195","Kit Carson","CO","CO:Kit Carson"
"08065","7618","Lake","CO","CO:Lake"
"08067","55623","La Plata","CO","CO:La Plata"
"08069","339993","Larimer","CO","CO:Larimer"
"08071","14103","Las Animas","CO","CO:Las Animas"
"08073","5643","Lincoln","CO","CO:Lincoln"
"08075","21919","Logan","CO","CO:Logan"
"08077","150083","Mesa","CO","CO:Mesa"
"08079","732","Mineral","CO","CO:Mineral"
"08081","13109","Moffat","CO","CO:Moffat"
"08083","26999","Montezuma","CO","CO:Montezuma"
"08085","41471","Montrose","CO","CO:Montrose"
"08087","28274","Morgan","CO","CO:Morgan"
"08089","18295","Otero","CO","CO:Otero"
"08091","4857","Ouray","CO","CO:Ouray"
"08093","17166","Park","CO","CO:Park"
"08095","4288","Phillips","CO","CO:Phillips"
"08097","17752","Pitkin","CO","CO:Pitkin"
"08099","11922","Prowers","CO","CO:Prowers"
"08101","165123","Pueblo","CO","CO:Pueblo"
"08103","6545","Rio Blanco","CO","CO:Rio Blanco"
"08105","11479","Rio Grande","CO","CO:Rio Grande"
"08107","24648","Routt","CO","CO:Routt"
"08109","6389","Saguache","CO","CO:Saguache"
"08111","694","San Juan","CO","CO:San Juan"
"08113","8017","San Miguel","CO","CO:San Miguel"
"08115","2407","Sedgwick","CO","CO:Sedgwick"
"08117","30374","Summit","CO","CO:Summit"
"08119","24043","Teller","CO","CO:Teller"
"08121","4908","Washington","CO","CO:Washington"
"08123","294932","Weld","CO","CO:Weld"
"08125","10103","Yuma","CO","CO:Yuma"
"09001","944177","Fairfield","CT","CT:Fairfield"
"09003","892389","Hartford","CT","CT:Hartford"
"09005","182571","Litchfield","CT","CT:Litchfield"
"09007","163329","Middlesex","CT","CT:Middlesex"
"09009","856875","New Haven","CT","CT:New Haven"
"09011","269801","New London","CT","CT:New London"
"09013","151118","Tolland","CT","CT:Tolland"
"09015","116192","Windham","CT","CT:Windham"
"10001","174827","Kent","DE","DE:Kent"
"10003","556987","New Castle","DE","DE:New Castle"
"10005","220251","Sussex","DE","DE:Sussex"
"11001","681170","District of Columbia","D.","D.:District of Columbia"
"11001","681170","District of Columbia","DC","DC:District of Columbia"
"12001","263496","Alachua","FL","FL:Alachua"
"12003","27937","Baker","FL","FL:Baker"
"12005","183974","Bay","FL","FL:Bay"
"12007","26926","Bradford","FL","FL:Bradford"
"12009","579130","Brevard","FL","FL:Brevard"
"12011","1909632","Broward","FL","FL:Broward"
"12013","14423","Calhoun","FL","FL:Calhoun"
"12015","178465","Charlotte","FL","FL:Charlotte"
"12017","143621","Citrus","FL","FL:Citrus"
"12019","208311","Clay","FL","FL:Clay"
"12021","365136","Collier","FL","FL:Collier"
"12023","69299","Columbia","FL","FL:Columbia"
"12027","35800","DeSoto","FL","FL:DeSoto"
"12029","16300","Dixie","FL","FL:Dixie"
"12031","926255","Duval","FL","FL:Duval"
"12033","315187","Escambia","FL","FL:Escambia"
"12035","108310","Flagler","FL","FL:Flagler"
"12037","11901","Franklin","FL","FL:Franklin"
"12039","46006","Gadsden","FL","FL:Gadsden"
"12041","17212","Gilchrist","FL","FL:Gilchrist"
"12043","13970","Glades","FL","FL:Glades"
"12045","15990","Gulf","FL","FL:Gulf"
"12047","14361","Hamilton","FL","FL:Hamilton"
"12049","27360","Hardee","FL","FL:Hardee"
"12051","39290","Hendry","FL","FL:Hendry"
"12053","182835","Hernando","FL","FL:Hernando"
"12055","100917","Highlands","FL","FL:Highlands"
"12057","1376238","Hillsborough","FL","FL:Hillsborough"
"12059","19487","Holmes","FL","FL:Holmes"
"12061","151563","Indian River","FL","FL:Indian River"
"12063","48229","Jackson","FL","FL:Jackson"
"12065","13906","Jefferson","FL","FL:Jefferson"
"12067","8617","Lafayette","FL","FL:Lafayette"
"12069","335396","Lake","FL","FL:Lake"
"12071","722336","Lee","FL","FL:Lee"
"12073","287822","Leon","FL","FL:Leon"
"12075","39961","Levy","FL","FL:Levy"
"12077","8202","Liberty","FL","FL:Liberty"
"12079","18224","Madison","FL","FL:Madison"
"12081","375888","Manatee","FL","FL:Manatee"
"12083","349020","Marion","FL","FL:Marion"
"12085","158701","Martin","FL","FL:Martin"
"12086","2712945","Miami-Dade","FL","FL:Miami-Dade"
"12087","79077","Monroe","FL","FL:Monroe"
"12089","80622","Nassau","FL","FL:Nassau"
"12091","201170","Okaloosa","FL","FL:Okaloosa"
"12093","40314","Okeechobee","FL","FL:Okeechobee"
"12095","1314367","Orange","FL","FL:Orange"
"12097","336015","Osceola","FL","FL:Osceola"
"12099","1443810","Palm Beach","FL","FL:Palm Beach"
"12101","512368","Pasco","FL","FL:Pasco"
"12103","960730","Pinellas","FL","FL:Pinellas"
"12105","666149","Polk","FL","FL:Polk"
"12107","72277","Putnam","FL","FL:Putnam"
"12109","235087","St. Johns","FL","FL:St. Johns"
"12111","306507","St. Lucie","FL","FL:St. Lucie"
"12113","170497","Santa Rosa","FL","FL:Santa Rosa"
"12115","412569","Sarasota","FL","FL:Sarasota"
"12117","455479","Seminole","FL","FL:Seminole"
"12119","123996","Sumter","FL","FL:Sumter"
"12121","43794","Suwannee","FL","FL:Suwannee"
"12123","22175","Taylor","FL","FL:Taylor"
"12125","15142","Union","FL","FL:Union"
"12127","529364","Volusia","FL","FL:Volusia"
"12129","31893","Wakulla","FL","FL:Wakulla"
"12131","65889","Walton","FL","FL:Walton"
"12133","24569","Washington","FL","FL:Washington"
"13001","18428","Appling","GA","GA:Appling"
"13003","8273","Atkinson","GA","GA:Atkinson"
"13005","11372","Bacon","GA","GA:Bacon"
"13007","3150","Baker","GA","GA:Baker"
"13009","45144","Baldwin","GA","GA:Baldwin"
"13011","18397","Banks","GA","GA:Banks"
"13013","77126","Barrow","GA","GA:Barrow"
"13015","103807","Bartow","GA","GA:Bartow"
"13017","17243","Ben Hill","GA","GA:Ben Hill"
"13019","18993","Berrien","GA","GA:Berrien"
"13021","152760","Bibb","GA","GA:Bibb"
"13023","12970","Bleckley","GA","GA:Bleckley"
"13025","18355","Brantley","GA","GA:Brantley"
"13027","15687","Brooks","GA","GA:Brooks"
"13029","36230","Bryan","GA","GA:Bryan"
"13031","74722","Bulloch","GA","GA:Bulloch"
"13033","22688","Burke","GA","GA:Burke"
"13035","23817","Butts","GA","GA:Butts"
"13037","6324","Calhoun","GA","GA:Calhoun"
"13039","53008","Camden","GA","GA:Camden"
"13043","10910","Candler","GA","GA:Candler"
"13045","116261","Carroll","GA","GA:Carroll"
"13047","66398","Catoosa","GA","GA:Catoosa"
"13049","12497","Charlton","GA","GA:Charlton"
"13051","289082","Chatham","GA","GA:Chatham"
"13053","10922","Chattahoochee","GA","GA:Chattahoochee"
"13055","24824","Chattooga","GA","GA:Chattooga"
"13057","241689","Cherokee","GA","GA:Cherokee"
"13059","124707","Clarke","GA","GA:Clarke"
"13061","3020","Clay","GA","GA:Clay"
"13063","279462","Clayton","GA","GA:Clayton"
"13065","6829","Clinch","GA","GA:Clinch"
"13067","748150","Cobb","GA","GA:Cobb"
"13069","43012","Coffee","GA","GA:Coffee"
"13071","45708","Colquitt","GA","GA:Colquitt"
"13073","147450","Columbia","GA","GA:Columbia"
"13075","17167","Cook","GA","GA:Cook"
"13077","140526","Coweta","GA","GA:Coweta"
"13079","12322","Crawford","GA","GA:Crawford"
"13081","22721","Crisp","GA","GA:Crisp"
"13083","16257","Dade","GA","GA:Dade"
"13085","23604","Dawson","GA","GA:Dawson"
"13087","26822","Decatur","GA","GA:Decatur"
"13089","740321","DeKalb","GA","GA:DeKalb"
"13091","20563","Dodge","GA","GA:Dodge"
"13093","13763","Dooly","GA","GA:Dooly"
"13095","90017","Dougherty","GA","GA:Dougherty"
"13097","142224","Douglas","GA","GA:Douglas"
"13099","10339","Early","GA","GA:Early"
"13101","3962","Echols","GA","GA:Echols"
"13103","58712","Effingham","GA","GA:Effingham"
"13105","19143","Elbert","GA","GA:Elbert"
"13107","22635","Emanuel","GA","GA:Emanuel"
"13109","10670","Evans","GA","GA:Evans"
"13111","24900","Fannin","GA","GA:Fannin"
"13113","111627","Fayette","GA","GA:Fayette"
"13115","96560","Floyd","GA","GA:Floyd"
"13117","221009","Forsyth","GA","GA:Forsyth"
"13119","22320","Franklin","GA","GA:Franklin"
"13121","1023336","Fulton","GA","GA:Fulton"
"13123","29733","Gilmer","GA","GA:Gilmer"
"13125","3006","Glascock","GA","GA:Glascock"
"13127","84502","Glynn","GA","GA:Glynn"
"13129","56904","Gordon","GA","GA:Gordon"
"13131","24808","Grady","GA","GA:Grady"
"13133","17003","Greene","GA","GA:Greene"
"13135","907135","Gwinnett","GA","GA:Gwinnett"
"13137","44246","Habersham","GA","GA:Habersham"
"13139","196637","Hall","GA","GA:Hall"
"13141","8640","Hancock","GA","GA:Hancock"
"13143","29042","Haralson","GA","GA:Haralson"
"13145","33652","Harris","GA","GA:Harris"
"13147","25553","Hart","GA","GA:Hart"
"13149","11487","Heard","GA","GA:Heard"
"13151","221768","Henry","GA","GA:Henry"
"13153","152122","Houston","GA","GA:Houston"
"13155","9422","Irwin","GA","GA:Irwin"
"13157","64615","Jackson","GA","GA:Jackson"
"13159","13654","Jasper","GA","GA:Jasper"
"13161","14877","Jeff Davis","GA","GA:Jeff Davis"
"13163","15916","Jefferson","GA","GA:Jefferson"
"13165","8849","Jenkins","GA","GA:Jenkins"
"13167","9505","Johnson","GA","GA:Johnson"
"13169","28623","Jones","GA","GA:Jones"
"13171","18469","Lamar","GA","GA:Lamar"
"13173","10399","Lanier","GA","GA:Lanier"
"13175","47516","Laurens","GA","GA:Laurens"
"13177","29337","Lee","GA","GA:Lee"
"13179","62570","Liberty","GA","GA:Liberty"
"13181","7828","Lincoln","GA","GA:Lincoln"
"13183","18437","Long","GA","GA:Long"
"13185","114628","Lowndes","GA","GA:Lowndes"
"13187","31445","Lumpkin","GA","GA:Lumpkin"
"13189","21490","McDuffie","GA","GA:McDuffie"
"13191","13927","McIntosh","GA","GA:McIntosh"
"13193","13450","Macon","GA","GA:Macon"
"13195","28824","Madison","GA","GA:Madison"
"13197","8524","Marion","GA","GA:Marion"
"13199","21074","Meriwether","GA","GA:Meriwether"
"13201","5926","Miller","GA","GA:Miller"
"13205","22459","Mitchell","GA","GA:Mitchell"
"13207","27306","Monroe","GA","GA:Monroe"
"13209","9060","Montgomery","GA","GA:Montgomery"
"13211","18170","Morgan","GA","GA:Morgan"
"13213","39315","Murray","GA","GA:Murray"
"13215","197485","Muscogee","GA","GA:Muscogee"
"13217","106999","Newton","GA","GA:Newton"
"13219","36838","Oconee","GA","GA:Oconee"
"13221","14921","Oglethorpe","GA","GA:Oglethorpe"
"13223","155825","Paulding","GA","GA:Paulding"
"13225","26655","Peach","GA","GA:Peach"
"13227","30832","Pickens","GA","GA:Pickens"
"13229","19171","Pierce","GA","GA:Pierce"
"13231","17941","Pike","GA","GA:Pike"
"13233","41776","Polk","GA","GA:Polk"
"13235","11251","Pulaski","GA","GA:Pulaski"
"13237","21477","Putnam","GA","GA:Putnam"
"13239","2335","Quitman","GA","GA:Quitman"
"13241","16559","Rabun","GA","GA:Rabun"
"13243","7177","Randolph","GA","GA:Randolph"
"13245","201647","Richmond","GA","GA:Richmond"
"13247","89355","Rockdale","GA","GA:Rockdale"
"13249","5098","Schley","GA","GA:Schley"
"13251","14044","Screven","GA","GA:Screven"
"13253","8468","Seminole","GA","GA:Seminole"
"13255","64806","Spalding","GA","GA:Spalding"
"13257","25751","Stephens","GA","GA:Stephens"
"13259","5705","Stewart","GA","GA:Stewart"
"13261","30389","Sumter","GA","GA:Sumter"
"13263","6171","Talbot","GA","GA:Talbot"
"13265","1593","Taliaferro","GA","GA:Taliaferro"
"13267","25092","Tattnall","GA","GA:Tattnall"
"13269","8232","Taylor","GA","GA:Taylor"
"13271","15965","Telfair","GA","GA:Telfair"
"13273","8967","Terrell","GA","GA:Terrell"
"13275","45248","Thomas","GA","GA:Thomas"
"13277","40828","Tift","GA","GA:Tift"
"13279","27196","Toombs","GA","GA:Toombs"
"13281","11391","Towns","GA","GA:Towns"
"13283","6637","Treutlen","GA","GA:Treutlen"
"13285","70005","Troup","GA","GA:Troup"
"13287","8030","Turner","GA","GA:Turner"
"13289","8171","Twiggs","GA","GA:Twiggs"
"13291","22928","Union","GA","GA:Union"
"13293","26335","Upson","GA","GA:Upson"
"13295","67896","Walker","GA","GA:Walker"
"13297","90184","Walton","GA","GA:Walton"
"13299","35738","Ware","GA","GA:Ware"
"13301","5442","Warren","GA","GA:Warren"
"13303","20457","Washington","GA","GA:Washington"
"13305","30104","Wayne","GA","GA:Wayne"
"13307","2599","Webster","GA","GA:Webster"
"13309","7978","Wheeler","GA","GA:Wheeler"
"13311","28884","White","GA","GA:White"
"13313","104589","Whitfield","GA","GA:Whitfield"
"13315","8761","Wilcox","GA","GA:Wilcox"
"13317","9805","Wilkes","GA","GA:Wilkes"
"13319","9104","Wilkinson","GA","GA:Wilkinson"
"13321","20748","Worth","GA","GA:Worth"
"15001","198449","Hawaii","HI","HI:Hawaii"
"15003","992605","Honolulu","HI","HI:Honolulu"
"15007","72029","Kauai","HI","HI:Kauai"
"15009","165386","Maui","HI","HI:Maui"
"16001","444028","Ada","ID","ID:Ada"
"16003","3900","Adams","ID","ID:Adams"
"16005","84377","Bannock","ID","ID:Bannock"
"16007","5945","Bear Lake","ID","ID:Bear Lake"
"16009","9092","Benewah","ID","ID:Benewah"
"16011","45201","Bingham","ID","ID:Bingham"
"16013","21791","Blaine","ID","ID:Blaine"
"16015","7124","Boise","ID","ID:Boise"
"16017","42536","Bonner","ID","ID:Bonner"
"16019","112232","Bonneville","ID","ID:Bonneville"
"16021","11681","Boundary","ID","ID:Boundary"
"16023","2501","Butte","ID","ID:Butte"
"16025","1072","Camas","ID","ID:Camas"
"16027","211698","Canyon","ID","ID:Canyon"
"16029","6887","Caribou","ID","ID:Caribou"
"16031","23504","Cassia","ID","ID:Cassia"
"16033","860","Clark","ID","ID:Clark"
"16035","8497","Clearwater","ID","ID:Clearwater"
