"fips","population","county","state_abbrev","state:county"
"56005","48803","Campbell","WY","WY:Campbell"
"56007","15618","Carbon","WY","WY:Carbon"
"56009","14191","Converse","WY","WY:Converse"
"56011","7464","Crook","WY","WY:Crook"
"56013","40242","Fremont","WY","WY:Fremont"
"56015","13390","Goshen","WY","WY:Goshen"
"56017","4679","Hot Springs","WY","WY:Hot Springs"
"56019","8486","Johnson","WY","WY:Johnson"
"56021","98136","Laramie","WY","WY:Laramie"
"56023","19110","Lincoln","WY","WY:Lincoln"
"56025","81039","Natrona","WY","WY:Natrona"
"56027","2480","Niobrara","WY","WY:Niobrara"
"56029","29353","Park","WY","WY:Park"
"56031","8680","Platte","WY","WY:Platte"
"56033","30200","Sheridan","WY","WY:Sheridan"
"56035","9769","Sublette","WY","WY:Sublette"
"56037","44165","Sweetwater","WY","WY:Sweetwater"
"56039","23191","Teton","WY","WY:Teton"
"56041","20773","Uinta","WY","WY:Uinta"
"56043","8235","Washakie","WY","WY:Washakie"
"56045","7236","Weston","WY","WY:Weston"
